sent_1	sent_2	label	positive_1	positive_2	subsequence_1	subsequence_2
It may have been that Barrymore had some private signal which we had neglected to give , or the fellow may have had some other reason for thinking that all was well , but I could read his fears upon his wicked face .	"Go back and never set foot upon the moor again . """	neutral	True	False	True	False
it will be long before the missing boot is found	There was the sharp pinnacle of granite still cutting the lower edge of the moon , but its peak bore no trace of that silent and motionless figure .	neutral	True	False	True	False
There is alternative	Life has become like that great Grimpen Mire , with little green patches everywhere into which one may sink and with no guide to point the track .	neutral	True	False	True	False
to lose one of your boots is part of the ordinary routine of life over here	he saw such a creature bounding through the darkness of the moor upon his track	neutral	True	False	True	True
"I will tell . """	""" I do not think I 'll get that cry out of my head ."	neutral	True	False	True	False
that is that we have been shadowed during the last two days	"I am much mistaken if it does not bring him down . """	neutral	True	False	True	False
I can give you the name	The strange thing is that they should have lived so thickly on what must always have been most unfruitful soil .	neutral	True	False	True	False
Prehistoric man lived thickly on the moor , and as one in particular has lived there since , we find all his little arrangements exactly as he left them .	""" No , sir , indeed I have not ."	neutral	True	False	True	False
` My word , it is a very cheerful place	Learn then from this story not to fear the fruits of the past , but rather to be circumspect in the future , that those foul passions whereby our family has suffered so grievously may not again be loosed to our undoing .	neutral	True	False	True	False
When taken in conjunction with your uncle 's death I am sure that of all the five hundred cases of capital importance which I have handled there is one which cuts so deep .	it is not my secret	neutral	True	False	True	True
the earth told a true story	"Sir Henry has , I suppose , no superstitious fears in the matter ? """	neutral	True	False	True	False
You bear him good will	For half an hour I waited with every nerve on the alert , but there came no other sound save the chiming clock and the rustle of the ivy on the wall .	neutral	True	False	True	False
"But the practical point which we now have to decide , Sir Henry , is whether it is or is advisable for you to go to Baskerville Hall . """	You see	neutral	True	False	True	True
there is tenant of the Hall	Over the wide expanse there was no sound and no movement .	neutral	True	False	True	False
I did say that I had read all the letter	"In that case , regarding Stapleton as an unmarried man , she counted no doubt upon becoming his wife . """	neutral	True	False	True	False
We had arranged plan of campaign	And yet the course of true love does not run quite as smoothly as one would under the circumstances expect .	neutral	True	False	True	False
