sent_1	sent_2	label	case	cue	common_cue	lexical_overlap	method	negated_scope	negation_scope
It looked as if the pair might take an immediate departure, and so necessitate very prompt and energetic measures on my part.	At the church door, however, they separated, he driving back to the Temple, and she to her own house.					False	sherlock		False
"We used always to get what we wanted for ourselves."""	"""Indeed, it seemed unnecessary to put so nice"					False	sherlock		False
Finally he took the bell-rope in his hand and gave it a brisk tug.	"""Why, it’s a dummy,"" said he."					False	sherlock		False
Of her I could see nothing.	Presently he emerged, looking even more flurried than before.					False	sherlock		False
You have degraded what should have been a course of lectures into a series of tales.	""" It was a cold morning of the early spring, and we sat after breakfast on either side of a cheery fire in the old room at Baker Street."					False	sherlock		False
You will sign it, and Watson here can witness it.	Then I could produce your confession at the last extremity to save young McCarthy.					False	sherlock		False
A frayed top-hat and a faded brown overcoat with a wrinkled velvet collar lay upon a chair beside him.	Altogether, look as I would, there was nothing remarkable about the man save his blazing red head, and the expression of extreme chagrin and discontent upon his features.					False	sherlock		False
", you may rest assured that we shall soon drive away the dangers that threaten you."""	Sherlock Holmes and I had no difficulty in engaging a bedroom and sitting-room at the Crown Inn.					False	sherlock		False
But you will find that all I say is really to the point.	"I have a professional commission for you, but absolute secrecy is quite essential—absolute secrecy, you understand, and of course we may expect that more from a man who is alone than from one who lives in the bosom of his family.’ """					False	sherlock		False
"From that appointment he never came back alive. """	From Hatherley Farmhouse to the Boscombe Pool is a quarter of a mile, and two people saw him as he passed over this ground.					False	sherlock		False
"""When you see a man with whiskers of that cut and the ‘Pink ’un’ protruding out of his pocket, you can always draw him by a bet,"" said he."	"""I daresay that if I had put £ 100 down in front of him, that man would not have given me such complete information as was drawn from him by the idea that he was doing me on a wager."					False	sherlock		False
"Then she got better at last, all worn to a shadow, and with her beautiful hair cut off; but that didn’t make no change in her young man, and he stuck to her as true as man could be."""	"""Ah,"" said Holmes, ""I think that what you have been good enough to tell us makes the matter fairly clear, and that I can deduce all that remains."					False	sherlock		False
C. Well, I think, Doctor, that we may let some light into this dark place, and I believe that the only chance young Openshaw has in the meantime is to do what I have told him.	There is nothing more to be said or to be done to-night, so hand me over my violin and let us try to forget for half an hour the miserable weather and the still more miserable ways of our fellow men.					False	sherlock		False
