premise	hypothesis	label	case	cue	common_cue	lexical_overlap	method	negated_scope
"Meanwhile we can thank our lucky fate which has rescued us for a few short hours from the insufferable fatigues of idleness . """	has rescued us for a few short hours from the sufferable fatigues of idleness	contradiction	b: cue-removed	in-	False	True	nep	True
It might not even now be too late to overtake him , so I set off at once in the direction of Merripit House .	I set off at once in the direction of Merripit House	entailment	c: a S clause	not	True	True	nep	False
We KNOW he is at the bottom of fifty murders , and yet we have nothing positive we can take him on .	we can take him on	contradiction	a: within scope.	nothing	False	True	nep	True
What the scene meant I could not imagine , but it seemed to me that Stapleton was abusing Sir Henry , who offered explanations , which became more angry as the other refused to accept them .	What the scene meant I could imagine , but it seemed to me that Stapleton was abusing Sir Henry , who offered explanations , which became more angry as the other refused to accept them .	contradiction	b: cue-removed	not	True	True	nep	True
After the war , Amsterdam became a centre of tolerance and culture ; to be different is not abnormal in Amsterdam .	After the war	entailment	c: a S clause	not	True	True	nep	False
This matter cuts very deep , and though I have not finally made up my mind whether it is a benevolent or a malevolent agency which is in touch with us , I am conscious always of power and design .	it is a benevolent or a malevolent agency which is in touch with us	contradiction	a: within scope.	not	True	True	nep	True
For both these reasons I thought that I was justified in telling rather less than I knew , since no practical good could result from it , but with you there is no reason why I should not be perfectly frank .	with you there is no reason why I should be perfectly frank	contradiction	b: cue-removed	not	True	True	nep	True
It is not an easy problem , but he solved it in an original fashion , and so effectively that her presence was not even known to the landlady who supplies her with food .	It is an easy problem , but he solved it in an original fashion , and so effectively that her presence was even known to the landlady who supplies her with food .	contradiction	b: cue-removed	not	True	True	nep	True
"As it is , I have been able to get about as I could not possibly have done had I been living in the Hall , and I remain an unknown factor in the business , ready to throw in all my weight at a critical moment . """	"As it is , I have been able to get about as I could not possibly have done had I been living in the Hall , and I remain an known factor in the business , ready to throw in all my weight at a critical moment . """	contradiction	b: cue-removed	un-	False	True	nep	True
I thought nothing of it at the time .	I thought of it at the time	contradiction	a: within scope.	nothing	False	True	nep	True
A berry might never contain one seed or many .	A berry might contain one seed or many	contradiction	a: within scope.	never	True	True	nep	True
"In the female fig trees , the male flower parts fail to develop ; they produce the "" edible figs "" ."	"In the female fig trees , the male flower parts to develop ; they produce the ` ` edible figs "" ."	contradiction	b: cue-removed	fail	False	True	nep	True
The local bus company did go bust a few times , notably at the same time as the major plague of train accidents and strikes in early 2002 where combined with large snow deposits , made travel in or out of the town impossible or at least very unpleasant .	The local bus company did go bust a few times , notably at the same time as the major plague of train accidents and strikes in early 2002 where combined with large snow deposits , made travel in or out of the town impossible or at least very pleasant .	contradiction	b: cue-removed	un-	False	True	nep	True
""" This is very painfulvery painful and terrible , "" said Mr. Scott Eccles in a querulous voice , "" but it is really uncommonly hard on me ."	it is really commonly hard on me	contradiction	a: within scope.	un-	False	True	nep	True
""" I can not understand , Barrymore , how you came to conceal this important information . """	I can understand how you came to conceal this important information	contradiction	a: within scope.	not	True	True	nep	True
"It can connect wirelessly to any computer that has the Apple program "" iTunes "" on it ."	"It can connect wirelessly to any computer that has the Apple program ` ` iTunes "" on it ."	entailment	c: a S clause	-lessly	False	True	nep	False
